,target
10682,1
20488,1
30551,1
9146,1
6993,0
2527,1
13555,1
28032,0
27744,1
13206,1
30315,1
21024,0
20757,0
1169,0
2945,1
22292,0
7737,1
17925,0
31766,0
19508,0
7325,1
28554,0
28218,0
26662,0
5225,0
25215,0
6269,0
1901,1
23469,0
5789,0
669,0
11789,0
15466,0
27579,0
11115,0
28977,1
32250,0
21991,0
32406,1
22796,0
9965,0
12158,0
28763,0
17720,0
12230,0
20759,0
14667,0
30734,1
12034,1
2272,1
23415,0
14320,0
23951,0
9015,0
6062,1
2075,0
21878,0
5151,1
16614,0
17224,0
28840,0
13439,0
12610,0
27101,1
10246,0
27543,0
2137,1
15149,0
9708,1
5095,0
20300,1
24453,0
11377,1
14675,0
11569,0
26145,1
14927,0
8241,0
20050,0
14434,0
20870,0
25387,0
7328,0
22297,0
2025,1
8517,0
24306,0
8360,0
26784,0
13408,0
21789,0
10885,1
18629,0
27680,0
5102,0
9312,1
7547,0
11024,0
8444,0
4389,1
7599,0
482,1
1099,0
27376,0
23015,0
16923,0
32111,0
12708,1
14517,0
29887,0
16495,0
339,1
7446,0
25629,1
25925,0
32274,1
30052,1
30862,0
27451,0
4545,0
23143,1
10866,0
5182,0
4196,1
2615,0
28097,0
31388,0
9322,0
18429,1
5986,0
5180,1
21962,0
12754,0
2624,0
12424,0
30065,1
20057,0
3860,0
13696,1
11660,0
21663,0
25438,0
23207,0
5524,0
32364,0
29220,1
976,0
11398,1
8632,0
18318,0
21748,0
28021,0
24585,0
4392,1
5261,0
29172,0
105,1
31208,0
24496,0
15646,0
14676,0
23103,0
29783,1
15042,0
12186,1
18623,0
3488,0
7798,0
12331,0
31563,1
8405,0
31509,1
22187,0
20728,0
11125,1
10079,0
9412,1
31438,0
12807,1
21664,0
5165,0
24741,0
28825,0
15685,1
8570,0
31910,0
10145,0
20670,0
8350,0
3411,0
1171,0
7060,0
11443,0
14958,1
31864,0
11001,1
7180,1
15583,0
11168,0
19981,0
14589,0
11687,0
13845,0
6930,0
10772,1
8324,0
16426,0
19959,0
22553,1
10298,0
7797,0
3316,0
488,0
21655,0
17680,0
2159,0
31105,1
28056,0
5409,0
14253,0
29599,0
26813,0
2315,0
23213,0
31146,0
14544,0
8762,0
16521,1
24714,1
19600,1
10757,0
24540,0
29216,0
27126,0
30093,1
18515,0
28732,0
31100,0
24742,1
5131,0
25908,1
25872,1
5543,0
20516,0
28980,0
6709,0
12737,1
26259,1
6736,1
9536,0
4172,0
25051,0
13932,1
16943,0
19914,0
6934,0
8135,0
9819,0
4794,0
30113,0
26246,0
6739,0
10486,1
23916,0
25239,0
17981,0
15252,1
3696,1
26630,1
31926,0
11406,1
16758,0
3371,1
32302,0
31443,1
1378,1
12984,1
15184,0
4651,0
6415,0
25878,0
1305,0
16966,1
26578,0
13633,1
9566,0
716,0
1731,1
32342,0
739,0
1920,1
10887,0
13953,0
6609,0
7647,1
21536,0
25550,0
21121,0
10288,0
21549,0
20359,1
5045,0
31529,1
5583,0
6983,0
12057,0
26746,1
30972,1
31425,0
8995,0
27415,1
29142,0
25508,1
2141,0
32102,1
13514,0
28382,1
20970,1
9871,0
891,0
5088,0
1397,0
20446,0
11418,0
3738,0
4585,0
11562,0
13834,0
14839,0
15015,0
10666,0
28558,0
16546,0
13385,0
14412,0
4230,1
14515,0
7179,0
17917,0
26003,0
26192,1
21233,0
11148,0
30808,0
24720,0
11701,0
19365,0
23787,0
29541,0
18053,0
9883,0
5375,0
15351,0
11146,0
30111,1
23183,0
32069,0
10501,0
20678,0
14895,1
1452,0
7172,0
28347,0
2091,1
32174,0
3402,0
25201,0
5170,0
22792,1
22167,0
22399,0
29400,1
16955,0
1752,0
11401,0
11034,0
26722,0
19670,0
30329,0
919,1
27546,0
21377,0
18439,1
31463,0
23130,0
1418,0
32108,0
3949,0
10213,1
26822,0
5671,0
16400,0
28442,0
13090,0
22448,1
5663,0
27507,0
28947,1
13295,1
30819,0
24733,1
11104,0
5929,1
10706,0
26917,1
15895,0
30619,0
4276,0
26591,0
25184,0
3348,0
262,0
30013,0
18743,0
2879,1
13896,0
9470,0
24698,1
9224,0
64,0
6248,1
11587,1
26250,0
8574,0
30144,0
11807,1
12515,0
16704,0
16790,0
797,1
27282,0
15955,0
21563,1
31822,0
22202,0
8329,1
30145,0
9954,0
22354,1
29242,1
5018,0
5993,1
18129,0
14893,0
10697,1
13480,1
19252,0
14442,0
24839,0
8018,1
4093,0
16430,0
18594,0
7586,0
14460,0
24796,1
30528,0
12247,0
29566,0
28059,0
13103,0
7251,0
20737,0
13021,1
14922,1
19806,1
25798,0
24329,1
31083,0
19417,0
11319,1
27419,0
11155,0
4559,0
27712,0
7971,0
26931,1
18149,0
4133,1
21405,1
20313,0
15592,0
25677,1
27749,0
27435,0
27527,0
9299,0
31070,0
11307,1
22050,0
21044,0
28122,0
25562,0
15410,0
8895,1
20239,0
22931,0
15437,1
30762,0
2943,0
3602,0
21168,0
11110,0
5176,0
7139,0
14765,0
27453,1
11143,0
22284,1
25901,0
24465,0
7457,0
18119,0
4326,0
427,1
6898,1
8563,1
9118,0
4885,0
11259,0
9812,1
14576,0
32532,1
20007,0
5262,0
4084,0
8630,0
28327,1
21403,0
16842,0
32142,0
11515,1
24528,0
13614,1
30742,1
6914,0
1703,0
20844,0
8704,0
8283,0
15921,1
25462,1
18659,0
10861,0
5856,1
22658,0
25129,0
10670,0
11212,0
27347,1
23388,0
15114,1
18325,1
11277,1
9818,0
25331,0
7147,0
29292,1
26109,1
10512,0
9141,0
25476,0
31342,0
26833,0
32149,1
11919,0
16635,0
8489,0
31003,1
24920,0
28996,1
17941,1
11552,0
2703,0
27191,1
21899,1
13745,0
8892,0
17719,1
11526,0
18093,0
8717,0
23013,0
13794,0
5379,1
1399,1
21533,0
31203,0
3484,0
1388,1
17428,0
5034,0
4016,1
1330,0
2202,0
25560,0
24635,1
13370,0
3162,1
24785,0
25383,0
10770,1
30917,0
15113,0
8820,0
24493,0
13474,0
32275,0
4471,0
6819,0
17748,0
25759,0
24004,1
23822,0
7391,0
27627,0
22443,0
27236,0
5939,0
7566,0
17429,0
18787,1
22229,0
21724,1
30763,1
12746,1
5350,0
4993,1
15102,0
4668,0
19,0
8585,0
11336,0
19202,1
24109,1
10185,0
26887,0
7349,0
26816,1
30140,0
13977,1
21798,0
22851,0
3048,0
8092,0
16203,0
15881,0
30094,0
4395,1
16484,1
27412,1
27618,1
23105,0
21139,0
22087,1
23844,1
11216,1
15127,0
31575,1
14440,0
31681,0
32179,1
15316,0
23222,0
23409,0
14877,0
21090,1
24498,1
4917,0
17129,0
23436,0
13513,0
19566,0
12377,0
22702,1
28407,0
31446,0
8217,1
24110,1
30831,0
31390,0
30539,0
18966,0
10584,0
8990,0
8475,1
1646,1
9809,0
8752,1
16688,0
26388,0
19171,0
15953,0
22120,0
13307,0
2269,0
24833,0
31496,0
14020,0
27167,0
15002,0
18489,0
10381,1
22401,0
28832,1
12621,0
22483,0
15668,0
6305,0
15154,1
9218,0
26619,1
20676,0
6131,0
15490,0
25674,0
24300,0
17167,0
26902,0
23501,1
9565,0
2814,0
24050,0
24626,1
20623,0
14144,1
28581,0
23826,0
11109,1
22110,0
14711,0
17490,0
26973,0
30148,0
8182,0
9874,0
4653,0
2853,0
31805,0
27653,0
27814,1
5653,0
14550,0
3941,0
6689,0
16056,0
14084,1
4623,0
28963,0
25537,0
6921,0
15330,0
16351,0
3735,0
25081,1
6440,0
8214,0
21004,0
24598,0
11412,1
16336,0
17253,0
21818,0
8544,1
28954,0
28580,0
236,0
26287,0
27468,0
3132,0
10107,0
1193,1
26961,0
30735,1
4150,0
2764,1
11004,1
8571,1
6945,0
26381,0
27530,0
12927,1
29048,1
30282,0
29049,0
9425,0
22850,0
13122,0
10572,0
7337,0
4813,0
18814,0
3428,0
19466,0
15475,1
11420,0
31708,0
28206,0
13253,0
10357,0
13409,0
30624,1
983,0
7979,0
32315,0
20715,0
15824,1
7748,0
11440,1
31290,0
26235,0
16628,0
20425,0
6528,1
9032,0
16396,0
27402,0
25912,0
16829,0
7675,0
29943,0
22622,1
4186,0
28875,1
24863,1
21181,1
13955,0
18772,0
186,0
17193,0
14282,0
31418,0
29467,0
24340,0
9573,0
32312,1
6456,0
19014,0
3663,0
31209,0
21155,0
17105,0
1563,0
8625,1
26435,0
29741,1
12675,0
21597,0
22019,0
25687,0
23975,1
26922,0
16431,0
23135,0
11380,0
13275,0
9516,0
2135,0
28247,0
23571,0
11983,0
2578,0
28050,1
13893,0
5404,0
30171,0
27303,0
23101,1
210,0
12068,0
19008,0
11436,0
10393,0
23509,0
27724,1
19842,1
5055,0
5732,0
22760,1
30433,1
23875,0
21816,0
6715,0
11273,0
1603,0
22275,0
14363,0
18888,0
22286,0
4188,0
30218,0
2593,1
17009,0
26569,0
22594,0
21835,1
9063,0
31548,1
15365,1
19335,0
5137,0
8593,1
31403,0
2655,0
1362,0
29797,1
29402,1
28891,0
21941,1
3565,0
18503,0
18496,0
10093,0
29688,0
13658,0
25342,0
19596,1
25059,1
1371,0
20277,0
15306,1
2464,0
12485,1
10024,0
16042,0
31632,0
2837,1
31899,1
4782,0
18706,0
30558,0
879,0
7616,0
30435,0
31544,1
11355,1
25801,0
17422,0
17305,0
7382,0
28337,1
4775,1
25317,1
25948,0
14982,0
17318,1
7639,1
18593,0
1133,0
30780,0
21627,1
22985,1
9804,0
8215,0
22650,0
13950,0
7782,1
27998,0
19946,1
21041,0
27780,1
22547,0
26147,0
22164,0
16034,0
23519,0
22947,0
5546,1
7083,1
21680,0
17988,0
31940,0
22704,1
15968,0
27934,0
28890,0
29664,0
7327,0
19479,1
29347,0
11984,0
15761,1
17442,0
12780,1
25531,1
26469,0
4046,1
4681,1
8700,0
4366,0
6150,1
15284,0
3110,0
10986,0
1326,0
29107,1
28897,1
7960,0
6122,0
10082,0
23261,0
26355,0
17839,0
8966,1
27408,1
1743,0
23180,0
16795,0
20343,0
15542,0
19685,0
11363,0
10493,1
3583,0
28815,0
8227,1
91,0
30822,1
23796,0
25110,0
11691,1
11009,0
20687,0
9839,0
26730,0
1331,0
30450,0
10775,0
7042,0
10942,0
15035,1
20571,0
16722,0
15610,0
7851,0
11344,0
7967,0
26010,0
27522,1
12205,0
9800,1
242,0
16343,0
14160,0
31790,0
29779,0
640,1
21841,0
4767,0
23608,0
18553,0
16020,1
13482,0
7124,0
9120,0
8637,0
2781,0
17623,0
17176,0
15900,1
17808,1
20400,1
30717,0
29871,0
11797,1
20342,0
13971,0
11423,0
19368,0
7910,0
18442,0
20961,0
4997,0
14299,0
26177,0
8494,0
14072,0
7653,0
31322,0
25709,0
14830,0
30842,0
7401,1
21737,0
9087,0
1537,1
32548,0
30205,1
22880,0
22799,0
3508,0
27418,0
24827,1
22683,0
5925,0
20717,0
1673,0
4309,0
967,0
31992,0
23476,0
20040,1
986,0
7191,0
12918,0
1325,0
6241,0
24569,1
17072,0
22788,0
31765,0
4146,1
4656,1
12591,1
26372,0
30532,0
30661,1
17767,1
12706,0
1356,0
12536,0
31843,1
28829,0
16060,0
12620,0
30184,0
14990,0
22044,0
6602,1
31406,0
6749,1
26,0
31659,0
19109,0
31848,0
31920,0
15007,0
19148,0
24096,0
31229,0
17864,0
22543,0
26935,0
14580,0
15802,0
29287,0
32242,0
14372,1
10824,1
18452,0
21069,0
10449,0
25899,1
18597,1
4686,1
22325,1
4888,0
22928,1
19954,1
31192,0
1072,0
32392,0
29366,0
16645,0
15909,1
25236,0
8123,0
32309,0
13437,0
25711,0
19651,0
1788,1
6874,0
2571,0
11459,0
3186,1
17867,0
28975,1
27087,0
28965,1
23524,0
6751,1
23118,1
6454,0
23890,0
26788,1
25279,0
27550,0
21345,1
1639,0
2947,0
3069,0
2948,0
941,0
5694,0
31413,0
27766,0
10218,0
31219,0
12672,1
8330,0
13488,1
10514,0
8346,1
27174,0
2585,0
10116,1
20360,0
6570,0
5731,0
12164,0
9695,1
6249,0
28126,0
15987,0
1026,0
8543,0
30826,0
3620,1
10516,0
5762,1
20372,0
6814,0
11491,0
7897,0
15554,0
30979,0
7861,0
20262,0
23414,0
2087,1
18500,1
22308,1
21575,0
1139,0
21524,1
22590,0
21867,0
14267,0
28309,0
27789,1
17557,1
19207,0
32479,0
2301,1
21393,1
20950,0
17516,0
25599,0
14326,0
2423,0
17759,0
17445,0
24723,0
32543,1
