,target
14653,1
5879,0
5135,0
10759,1
6613,0
5392,0
3644,0
5524,0
14689,0
31229,0
18368,0
15667,1
6817,0
32373,0
18163,0
30475,1
14041,0
18005,0
24466,1
27115,0
25693,1
639,0
15754,0
14067,0
20659,0
1326,0
9173,0
20456,0
2155,0
17357,0
31458,0
23561,0
1233,0
20750,1
24860,1
25815,0
25537,0
13202,0
7349,0
18181,1
8520,0
983,0
2174,0
8404,0
1554,0
21381,1
26813,0
18290,0
31121,0
30405,0
14516,0
4430,0
15308,0
20698,0
32221,1
22949,1
32537,0
22157,1
666,0
14267,0
7584,1
9630,1
5292,0
15722,0
20306,0
12559,0
1568,0
19550,0
11185,0
7529,1
23332,0
26879,0
29752,1
17060,1
5814,0
8360,0
2245,0
15171,0
29092,0
31920,0
1673,0
11616,0
13875,0
27815,0
23004,0
10579,0
8139,0
14553,0
27724,1
5548,0
6577,0
5646,0
11889,0
19379,0
24789,1
2213,0
11694,0
9883,0
31527,0
2387,0
5546,1
25012,0
19044,0
5166,1
13500,0
25576,0
19143,1
5354,1
23875,0
27946,1
23626,0
8625,1
14891,0
5717,0
30972,1
19234,0
14871,0
6820,1
24099,1
12692,0
17922,0
25288,0
373,1
7277,0
30312,0
23006,0
25667,0
23940,0
11273,0
25127,0
31314,0
24208,0
23372,0
6354,0
19008,0
17719,1
4150,0
32386,0
1300,0
26786,0
18684,0
682,0
27737,0
5174,0
9382,0
423,0
1919,0
25901,0
18982,0
10692,0
21538,0
6062,1
14629,1
25831,0
19192,1
21841,0
881,0
28309,0
7326,0
432,0
27720,0
24820,0
7562,1
20727,0
5547,0
26938,0
29993,0
7532,0
32271,0
4667,0
30011,0
23600,0
29117,0
10186,0
29239,0
20444,0
23015,0
7408,0
18321,0
24777,1
17390,0
28950,0
4579,0
31708,0
11070,0
11001,1
14319,0
11940,1
7717,0
6454,0
19748,0
21085,0
18446,0
27700,1
9639,0
21241,1
4258,0
7879,0
23261,0
15777,0
27207,0
19702,0
29346,0
24685,1
3447,0
25236,0
3230,0
5903,0
21004,0
29780,1
7346,0
31981,0
18010,1
5607,1
19389,1
12020,0
20269,1
24752,0
12213,0
28951,0
13618,1
8133,0
12333,0
13385,0
2105,1
19467,0
29543,0
31406,0
17428,0
4457,0
32236,1
29063,0
27722,0
23390,1
13823,0
25946,0
9490,0
12982,0
9536,0
24176,0
21104,0
6550,1
29933,0
29569,0
3398,0
14502,0
30555,1
5926,0
16585,1
19686,0
12547,0
19838,0
15841,0
13455,1
22044,0
3509,0
8794,0
16116,1
20994,0
11984,0
27126,0
13869,0
11064,1
14347,0
27199,1
22144,0
31414,0
6168,0
30540,0
350,0
17090,0
32420,1
19769,1
20153,0
28592,0
31296,0
22483,0
6470,1
9583,0
17237,0
3272,1
5709,0
17125,0
2777,0
7318,0
3080,0
28582,0
22510,0
7426,1
22032,0
27038,0
31263,0
14907,0
14372,1
6308,0
28020,0
18622,0
1053,0
24436,1
28256,0
20162,0
24386,0
24539,1
8809,0
24425,0
28860,0
7077,0
21366,1
7810,0
6739,0
17858,0
29805,1
13067,0
20699,0
22019,0
29319,1
272,0
4174,0
27443,1
9302,0
11701,0
15512,0
13852,0
8475,1
23040,0
14455,0
31817,0
8325,1
4668,0
3399,0
17058,1
6584,0
6414,0
16236,0
16304,0
27554,1
8104,0
26099,1
28059,0
4097,0
19130,1
3333,0
11829,0
6511,0
28808,0
22509,0
26435,0
18606,1
19057,0
22850,0
27305,0
31810,0
14503,0
14371,0
22443,0
8752,1
31151,1
25463,0
13977,1
29046,1
11822,1
3161,0
6972,0
10066,0
16828,0
24897,1
7211,0
9995,0
2106,1
1139,0
18628,0
2866,0
20593,0
30537,0
12355,1
26449,0
2810,0
20106,0
10112,0
31207,0
4188,0
12473,0
8202,0
8479,1
23001,0
14476,0
14574,0
14061,1
14782,1
28595,0
15968,0
7481,1
22110,0
15697,1
11195,0
13282,0
21029,0
12082,1
7013,0
24383,1
6601,0
11704,0
13723,0
13604,0
2975,0
31403,0
24392,0
12666,0
21854,0
19981,0
27068,0
13409,0
2319,0
15650,0
18521,1
31863,0
10107,0
891,0
21054,0
25681,0
19600,1
16154,0
2183,0
15735,0
22080,0
26226,0
29014,0
27248,0
26815,0
4400,0
21597,0
13309,1
31916,1
25378,1
22310,1
5298,0
29050,0
22824,0
12192,0
5929,1
14857,1
7815,0
9524,0
12591,1
8628,1
29741,1
17720,0
27567,0
8585,0
4163,0
21897,0
9736,1
6563,0
16714,0
27526,0
6490,0
32038,0
18496,0
18460,0
18149,0
6376,1
18692,0
13953,0
10071,0
25208,0
1328,0
26159,0
7041,0
31681,0
7647,1
31741,0
31643,1
32530,1
8454,1
799,0
4196,1
5468,0
97,0
17368,0
21998,1
14821,0
31730,0
13208,0
20243,0
28684,1
2066,0
8111,0
11412,1
26328,0
29334,0
964,0
22104,0
25492,0
20833,0
10221,0
16919,0
745,0
17949,1
19051,0
2637,0
24778,0
19365,0
18117,0
19842,1
9040,0
21937,1
22819,1
30558,0
12694,0
13101,0
2800,0
13804,0
12389,0
3696,1
18175,1
17873,0
6060,1
10516,0
29945,0
19852,0
19619,0
12842,0
6456,0
6589,0
15382,0
8541,0
9078,0
15489,1
7724,1
31922,0
5940,0
29093,0
20304,0
641,0
16944,0
27643,0
2475,1
9186,0
4162,0
21082,0
25184,0
1007,0
9471,1
28631,1
6019,0
20485,0
2515,0
15064,0
14316,0
11204,0
13562,0
26508,0
12677,0
26916,0
20145,0
220,0
7233,0
12776,0
29062,1
2879,1
10914,0
13558,0
25232,0
6816,0
29456,0
29247,0
2691,0
11825,1
8529,0
29173,0
5801,0
18217,0
9848,0
25861,0
22448,1
6732,0
10206,1
14738,0
16073,0
23304,1
11788,0
7123,0
3117,0
10017,0
9151,0
18205,0
10804,1
8215,0
195,0
23915,0
31698,1
18852,0
4309,0
14200,0
28431,0
6227,0
30710,1
10116,1
325,0
20841,0
6411,0
32387,0
25407,1
7586,0
12312,1
13520,0
32261,0
17283,0
30808,0
19603,0
15939,0
19868,0
15861,0
21112,0
14591,0
580,0
21409,0
20215,0
31575,1
24678,0
16192,0
22452,1
8071,1
26100,1
16203,0
20180,0
468,1
5669,0
24067,1
6751,1
18641,1
14092,0
3075,0
11252,1
20015,0
31531,0
19466,0
24819,0
31376,0
28062,0
18364,0
15281,0
11745,0
7527,0
2703,0
8211,0
736,0
1388,1
18346,0
871,1
15554,0
15985,1
26172,0
22803,0
12105,0
7083,1
18006,0
27395,0
24306,0
9035,0
11765,0
4767,0
3708,0
23735,1
31628,0
202,1
8630,0
1512,0
642,0
29045,1
1672,0
13904,1
12247,0
9606,0
17133,1
11577,0
13434,0
13351,0
6543,0
19609,0
10295,0
16838,0
9141,0
29169,0
12626,0
9093,0
3144,0
12899,1
27774,0
3010,0
13629,0
6805,0
21298,0
18071,0
29235,0
15302,0
19105,0
17900,0
18914,0
4193,0
24496,0
20777,1
12737,1
31768,0
7218,0
14248,0
28058,0
23568,1
10079,0
23554,1
7216,0
10449,0
8451,0
29577,0
8191,0
13976,0
27683,1
13531,1
3559,1
27539,0
20571,0
11767,0
11972,0
7128,0
17945,0
8619,0
11968,0
966,1
31808,0
17787,0
27236,0
17141,0
21213,1
2920,0
24922,0
23358,0
19007,0
22164,0
24792,0
1148,0
30500,0
25517,0
11131,0
21037,0
21787,1
21101,1
7038,0
7433,1
10606,0
32448,0
29687,0
28568,0
21387,0
21445,0
14708,1
19977,1
28440,0
18931,0
4591,0
15167,1
19931,0
16344,0
12623,0
14366,1
31290,0
22119,0
25542,0
10310,0
5244,0
22297,0
21967,1
17575,1
28640,1
25550,0
21905,0
2069,0
15906,0
23671,0
4189,0
5245,0
30388,0
12798,0
23755,1
17808,1
12029,0
10497,0
8571,1
14705,0
1607,0
16984,0
22795,0
26153,0
9858,0
6249,0
15913,0
6105,0
15926,1
6965,0
26833,0
31265,1
7197,1
28292,1
27537,1
20164,0
16082,0
4141,1
12110,0
23294,0
26788,1
26454,0
26698,0
24044,0
7265,0
9226,0
23916,0
22003,0
10666,0
30228,0
11344,0
2824,0
23060,0
16953,0
17917,0
26554,1
16321,1
14020,0
14414,0
2963,1
28897,1
25342,0
31105,1
15226,0
17467,0
23831,0
20686,0
16926,0
31790,0
25955,0
12858,0
16316,0
23843,0
22286,0
24827,1
6695,0
30314,0
9255,0
31064,0
20915,1
4890,1
31385,0
10845,1
21692,0
4143,0
6685,0
9965,0
3428,0
9979,0
26036,0
25741,0
20303,0
29885,0
18153,0
13253,0
10102,0
12508,0
105,1
11587,1
7243,0
30093,1
8846,0
21702,0
1582,0
9684,0
12063,0
1585,1
11919,0
19761,1
15097,1
19879,0
5694,0
895,0
30624,1
13124,0
26434,0
6758,1
9663,0
6650,0
6178,0
18657,0
25976,0
15437,1
9329,1
14850,0
20253,0
22380,1
21197,1
5507,1
24440,0
30179,1
31532,0
18625,0
14388,0
3672,1
15172,0
25590,0
7811,0
22658,0
20105,0
8458,0
30458,0
15317,0
8496,1
4513,0
21178,0
22356,0
28487,0
8949,1
4999,1
26750,0
30424,0
22849,0
12167,0
31066,0
8582,1
4395,1
5351,0
8092,0
12523,0
20682,0
26167,1
23886,1
6672,0
17581,0
25514,1
12267,0
27765,0
2377,0
32457,0
23374,0
11407,0
19529,0
21024,0
21055,0
3901,0
22651,0
7191,0
1015,0
1992,0
26939,0
19328,0
20461,0
21447,1
21155,0
25252,1
24727,0
10711,0
32342,0
24873,0
7861,0
29688,0
26476,1
14852,0
11270,0
29783,1
14664,0
15776,1
4146,1
10599,0
7852,1
24239,0
23726,0
27112,0
30467,0
1410,0
25585,0
8563,1
20366,1
14084,1
15393,0
4811,1
27412,1
24497,1
12575,0
11952,0
5122,0
19273,0
9853,0
24782,0
9819,0
20568,1
30171,0
21607,0
3854,1
12927,1
4755,0
21233,0
2909,0
28347,0
11110,0
24138,1
7048,0
16854,0
23559,0
4585,0
17129,0
29940,0
21762,0
1200,1
28466,0
28670,0
13525,0
20733,0
7042,0
24472,0
23174,1
13021,1
13394,1
13206,1
6715,0
6749,1
11398,1
3760,1
14792,0
13360,0
19699,1
16533,1
15081,0
738,1
16556,0
3323,0
18887,0
18140,1
6285,0
7960,0
13582,0
12134,0
27812,0
28021,0
16567,1
26184,0
7332,0
29585,1
7204,0
150,0
5176,0
7183,0
6028,1
31055,0
1002,0
14870,0
18861,1
28193,0
2235,0
12250,0
4902,0
4917,0
22517,1
27463,0
5425,0
17004,0
19779,0
22089,0
2135,0
30108,0
26251,0
27982,0
6640,0
27545,0
19182,1
27026,0
9778,0
16886,0
21129,0
6740,0
4563,0
16610,0
11709,0
1448,0
26998,0
28159,0
16537,1
26117,1
19986,0
17556,1
19911,1
12810,0
16872,1
7172,0
17760,1
23826,0
16351,0
31342,0
4392,1
1916,0
3720,1
29049,0
9679,1
30756,1
12446,0
6375,0
13404,1
4875,0
5781,0
2256,0
9719,1
8125,0
3182,0
20137,1
9218,0
23921,0
27214,1
13361,0
5224,1
28234,0
13090,0
27202,0
2520,0
8665,0
16044,0
32312,1
15666,0
6331,0
23462,0
27484,0
25239,0
4945,0
610,0
13691,0
21941,1
1778,0
15228,1
12262,0
9565,0
10499,1
9083,0
22290,1
4817,0
604,0
9868,0
4643,0
5261,0
20825,0
12769,0
27501,0
17309,0
10445,0
17752,0
28489,1
4744,0
22187,0
28863,0
29823,1
12544,0
27793,1
32063,0
21737,0
29986,0
27769,0
7944,0
9290,0
7786,0
26831,0
3643,0
12034,1
4980,0
29452,0
15611,0
15582,0
18564,1
27455,0
19417,0
19262,0
9450,1
29748,0
26931,1
5123,1
14944,1
5248,0
30529,1
11864,0
21821,0
22578,0
31539,1
32445,0
3941,0
9760,0
11659,0
12414,0
28829,0
20679,0
29881,0
297,0
455,0
2330,0
10591,0
14236,0
2857,0
1685,0
31588,0
28731,0
16180,1
879,0
20917,0
17167,0
21783,0
9745,0
1557,0
14370,0
20696,0
11296,0
11713,0
28460,0
6755,0
24480,0
5520,0
14602,0
9352,1
12412,0
15610,0
19697,1
13374,0
3083,0
14434,0
10781,0
8217,1
21512,0
31130,0
341,0
2976,0
16616,0
27142,1
15464,0
31509,1
20754,0
26125,1
14676,0
16230,0
19721,0
25801,0
13762,1
29896,0
8205,0
12147,1
8440,0
28947,1
95,0
5055,0
3645,0
10681,1
31448,0
30169,1
26656,1
32336,0
30046,0
28624,0
16122,0
25742,0
7366,0
8281,1
4586,0
2554,0
21724,1
19937,0
19804,0
4173,1
20057,0
8632,0
21591,1
12763,0
20532,0
19221,1
3401,1
11355,1
13153,0
1220,0
21107,0
8637,0
12850,0
10488,0
20512,0
27851,0
2334,1
22981,0
17774,1
8156,0
13345,0
408,0
3943,0
21477,1
15682,0
3605,0
20010,0
18269,0
8018,1
7636,0
25859,0
24283,0
25798,0
21333,0
19689,1
7190,0
8330,0
4618,0
3807,0
29961,0
9622,0
17348,0
1178,0
16361,1
1170,0
1573,1
19995,1
21856,0
1721,0
17123,0
725,0
14766,0
3062,0
21710,0
28806,0
14729,0
25712,0
31463,0
27805,0
7342,0
29934,0
11227,0
18429,1
12354,0
4022,0
12930,1
30494,0
20529,0
21845,0
8966,1
17420,0
15252,1
20076,0
30958,1
10127,0
30145,0
10933,1
15169,0
28890,0
31553,1
17567,0
10113,1
30218,0
22780,0
18187,0
2267,0
26448,1
32475,0
9823,0
8916,1
12875,0
4075,0
14697,0
20112,0
23048,1
9105,0
3620,1
30318,0
10493,1
9192,0
3484,0
1885,0
24888,1
18242,1
20974,1
13435,0
8989,0
30220,0
26249,0
11206,0
15900,1
16431,0
6926,0
8044,0
17941,1
26587,1
24493,0
27983,0
21878,0
9695,1
10783,0
21070,1
14540,0
5857,0
32394,0
11466,0
3718,1
11770,0
19109,0
31613,0
15018,0
29956,0
16640,0
29460,0
29203,0
6270,0
20527,0
2318,0
24516,0
21009,0
3380,0
17172,0
10367,0
30722,0
16754,0
3661,0
20018,1
9127,0
28247,0
26789,0
236,0
2930,0
586,1
3602,0
4064,0
6394,0
20849,0
2942,0
22428,1
26618,1
22353,0
21740,0
9757,0
808,0
1837,1
11697,0
18756,0
28114,1
24591,1
30772,0
18169,0
5213,0
19017,0
6404,0
1343,0
24843,0
10927,0
20354,1
16557,0
30819,0
16871,1
26822,0
6761,1
21247,0
4634,1
20607,0
15864,0
21595,1
26569,0
12290,0
20811,0
25160,0
11017,0
22120,0
25877,1
27242,0
15764,0
24184,0
3111,1
17759,0
8672,0
31449,0
31245,1
20238,1
29561,0
1226,0
18467,0
27196,1
2561,0
21745,0
13635,1
16020,1
17416,0
1779,0
17566,0
24101,0
28300,0
32295,0
6877,0
16228,0
91,0
5332,1
21523,0
11807,1
13415,1
28023,1
28447,0
9477,0
26933,0
30796,0
7146,0
16195,0
24859,1
28536,0
1483,0
16386,0
26103,1
31951,0
31037,0
7983,0
13205,0
14004,0
8492,0
22950,0
6033,1
763,0
10091,0
10426,1
25142,0
10068,0
15672,1
24816,0
3170,0
15850,0
10618,0
22890,0
18311,0
12537,0
13874,1
17643,0
4058,0
15867,0
370,1
30895,1
15816,0
4032,0
6495,0
18316,0
5110,0
8042,1
6501,0
29308,0
31915,0
27953,0
25477,0
7831,0
23405,0
23545,0
26968,1
20381,0
28410,0
6552,0
13611,0
2201,0
31191,0
21377,0
21640,1
17763,0
26388,0
14180,0
28558,0
17708,0
29263,1
20159,0
12024,0
7844,0
5025,0
26914,0
19773,1
7255,0
23504,0
24324,0
2832,1
10885,1
27298,0
14446,0
5238,0
24853,0
25864,0
25163,0
6914,0
11104,0
11615,0
16605,0
25005,0
1301,0
17748,0
5165,0
17490,0
21655,0
3756,1
8022,0
9810,0
13340,1
18377,0
27703,0
7701,1
246,0
4307,0
14463,1
9190,1
10381,1
15312,0
6477,0
19670,0
16445,0
32358,1
23086,1
30007,0
31964,0
20513,0
7889,1
13436,0
26662,0
3356,0
8494,0
17221,1
15942,0
8214,0
11687,0
26771,0
26677,0
15504,1
19899,0
251,0
1574,0
32396,0
3331,1
25865,1
28644,0
13876,1
18741,0
22027,0
17523,1
12359,0
27880,1
20290,0
26799,0
9608,0
21436,0
16621,0
18436,0
16466,0
32162,0
21455,0
1093,0
24766,0
18443,0
4434,1
8969,0
1552,0
1175,0
3882,1
6473,1
16502,1
31722,0
18193,1
30925,1
28475,1
24500,1
21772,0
10900,0
12321,0
9115,0
8032,0
2075,0
7164,0
18753,0
10986,0
20919,1
1933,0
31400,0
31437,0
4889,1
26123,0
12433,0
1936,0
1559,0
17072,0
16597,0
10501,0
1370,1
31547,0
10024,0
21675,0
27146,0
6629,0
31822,0
6305,0
13615,0
5013,0
14895,1
17156,1
29209,1
14634,1
21932,0
26207,0
392,0
29130,0
14911,0
29635,0
22229,0
30549,1
19826,0
16704,0
31209,0
31219,0
767,0
7737,1
19431,0
6458,0
26651,0
17018,0
3073,0
18789,0
26619,1
23729,0
20851,0
20516,0
31104,0
19108,0
30433,1
30330,1
10306,0
18483,0
257,0
24955,0
161,0
14830,0
6539,0
8797,0
17647,0
31939,0
8141,0
30685,0
23119,0
32548,0
24391,0
26779,1
18977,0
29404,1
7539,0
3642,1
12485,1
3105,0
2956,0
12918,0
29183,1
6172,0
4770,0
32151,1
2325,0
5780,0
26545,0
6131,0
10133,0
6348,1
29508,0
26591,0
2348,0
2412,0
8400,0
5939,0
17417,0
31464,0
14923,1
19256,0
25560,0
9871,0
31349,0
25215,0
6144,0
22833,1
30395,0
29279,0
16484,1
18189,1
4318,0
2389,0
21031,0
10861,0
24626,1
15042,0
15418,0
30541,1
30207,0
17137,0
25919,0
7328,0
29032,0
11860,0
20744,0
31374,0
6913,0
14560,0
13771,0
14432,0
3832,1
3508,0
19675,1
4081,0
3748,0
20600,1
1639,0
26764,0
20961,0
18232,0
17301,0
21121,0
18685,0
942,0
23581,0
29967,1
12908,0
1569,1
25848,1
3385,0
26596,0
14899,0
17997,0
21355,0
15332,0
6316,0
925,1
27988,0
8175,0
29318,1
21840,1
5252,0
15477,1
2946,0
16521,1
9857,1
11762,1
8795,0
26316,1
4098,0
663,1
25278,0
28744,0
25956,0
31710,0
5820,0
32503,0
10672,0
13449,0
22805,0
21643,0
14144,1
1117,0
30907,0
19369,1
30464,0
18495,0
5514,0
14327,1
23873,0
19074,0
17304,1
18398,0
6205,0
32472,0
18578,1
19990,0
20957,0
3705,0
16469,0
32456,0
29722,0
6854,0
14299,0
30234,0
5098,0
6321,0
27415,1
21502,0
21708,0
2187,0
18156,0
27276,1
4280,1
31020,1
3411,0
25559,0
31668,0
22650,0
3635,0
396,0
24062,1
21423,0
16489,0
18626,0
32103,0
13287,1
2627,0
17396,0
16368,0
15490,0
31728,0
12294,0
7039,0
10593,0
12123,1
7626,0
31658,0
24966,0
4840,0
25703,0
24965,0
17540,0
14942,0
29349,0
29403,0
29890,0
9722,0
12226,1
7962,0
21579,0
27174,0
8654,0
9967,0
29937,0
11086,1
15598,0
8394,0
4273,1
18395,0
21471,0
25599,0
32149,1
29201,0
28044,0
29991,1
17040,0
12764,1
11115,0
23032,0
12847,0
18125,0
7910,0
8329,1
17857,0
6040,0
13053,0
5884,1
17938,1
26260,0
3859,0
12394,0
31875,0
18988,0
19047,1
13971,0
3442,0
26611,0
22184,0
14568,1
15810,1
27343,1
415,0
6736,1
9298,0
5382,1
24417,0
182,0
6821,0
29280,0
3308,0
11440,1
29566,0
4303,0
21401,0
1739,0
30872,1
17476,0
11660,0
26121,0
13894,0
28716,0
23865,0
7446,0
22083,0
28914,0
11732,0
7939,0
13418,0
22869,0
21285,0
23093,0
27615,0
20412,1
1657,0
7631,1
21170,0
31235,0
30754,1
31405,1
7560,1
5379,1
22913,0
27318,0
864,0
29717,0
26369,1
8134,0
17576,0
4732,0
27082,0
6934,0
15025,0
22407,0
30822,1
30286,0
15181,0
1533,0
17201,0
6957,0
23474,0
11603,0
28975,1
12435,1
21457,0
9795,0
1629,0
14598,0
24863,1
8574,0
5986,0
15824,1
683,0
5254,0
24495,0
6356,1
2164,0
5278,0
21962,0
15386,0
31202,0
20121,0
12891,0
25875,1
1803,0
23279,1
15790,0
17487,0
13362,1
4088,0
4083,1
6988,0
5216,0
5543,0
14277,0
14252,0
2607,0
28270,1
22948,1
5671,0
29444,0
2615,0
1101,0
7675,0
1563,0
2249,0
20739,0
19766,0
13416,1
27163,0
11665,0
27543,0
17528,0
7713,0
20011,0
24104,0
31720,0
2323,0
7483,0
27252,0
30148,0
25244,1
11274,1
21472,1
2098,0
30670,0
18769,0
17175,0
9286,0
21494,0
13670,0
27046,0
16390,1
8243,1
8123,0
9939,0
23924,1
14544,0
3243,1
18751,0
14630,0
25992,0
31417,0
25494,0
28504,1
16430,0
3802,0
32142,0
8183,1
8341,0
17014,1
28228,0
12474,0
10907,0
7142,0
9788,1
19655,0
9747,0
638,0
31876,0
22543,0
22449,0
1171,0
31987,1
9492,0
23839,0
7308,1
30278,0
25381,0
24739,0
16409,0
6014,0
15887,0
23130,0
16652,0
1296,0
5227,0
2193,0
3434,0
7139,0
23245,0
28016,0
32217,0
15960,0
8066,1
23018,0
13087,0
30602,0
5088,0
1769,0
15363,0
2219,0
16527,0
21666,0
4419,0
11999,0
29591,1
23925,0
15461,0
1390,0
533,0
18656,0
5751,0
3212,1
11867,0
12401,0
19967,1
8858,0
23715,0
25277,0
13269,0
6953,0
2061,0
3588,1
31805,0
7873,0
25733,1
20640,0
13893,0
2892,0
19504,0
29598,0
24309,0
24839,0
20813,0
11730,0
30594,1
8898,1
5913,0
6949,1
29396,0
22830,1
29850,0
24286,0
3945,0
23897,0
12621,0
23206,0
31834,1
11302,1
17970,0
24300,0
10413,0
23207,0
24084,0
4010,0
31168,1
1966,1
12711,0
11214,0
104,0
29128,1
26849,0
24367,0
3927,0
8869,0
23394,1
27084,1
4264,0
10637,1
4014,0
24002,0
1099,0
20315,0
1616,0
6822,0
29107,1
4574,0
24608,1
17584,0
25173,0
26221,0
24113,0
6464,0
31555,0
13933,1
16336,0
3098,0
20268,0
7266,1
19497,1
3765,0
6302,0
14990,0
102,0
17516,0
32094,1
11845,0
21934,0
30048,0
2060,0
16241,0
8754,1
32226,1
31362,0
7179,0
30714,1
14404,0
25110,0
22851,0
28369,0
7267,1
18093,0
4791,0
26923,1
1159,0
12723,0
17035,0
29872,0
6069,0
22571,0
19384,0
22630,0
8140,0
16864,0
3110,0
11564,0
28229,0
30224,0
13677,1
31388,0
4857,0
20110,0
23536,0
24528,0
3060,0
20257,1
8616,0
6324,1
29694,1
5225,0
16923,0
10217,0
16835,0
25825,0
18345,0
11452,0
21083,1
9579,1
1786,0
20069,0
1602,1
5533,1
15015,0
28508,1
26432,0
12733,1
10012,0
31030,0
10733,0
20558,0
13207,1
2743,0
29789,0
6597,0
25788,0
8757,0
30539,0
12085,0
6756,0
15668,0
32095,1
32114,0
25155,0
25363,0
20411,1
6480,0
16424,0
26608,0
7175,1
4232,0
552,0
24731,0
1120,0
16460,0
21044,0
29111,0
16829,0
14797,0
26322,0
16773,0
32102,1
16270,0
29887,0
1546,0
11708,0
4479,0
21605,0
7327,0
21899,1
5243,0
10055,1
22398,0
16895,0
2202,0
19196,0
3730,0
22266,0
702,0
611,0
12693,0
11367,0
5035,0
11354,0
693,0
15770,1
5566,1
19713,0
1996,0
2873,0
14380,1
13579,1
11989,1
15127,0
1793,0
32469,0
4629,0
3371,1
29420,0
21575,0
32002,0
27352,0
32058,0
7377,0
19202,1
14072,0
26367,1
27618,1
16546,0
31108,0
21030,0
3963,0
5170,0
17463,0
4366,0
16966,1
19518,0
9496,0
10946,0
8283,0
24733,1
23960,1
11983,0
23381,0
6164,0
30144,0
4699,1
11146,0
3173,1
658,0
3126,0
25567,0
12068,0
27031,0
25026,0
15801,0
10486,1
29315,1
9772,0
18466,0
4043,0
24389,0
29048,1
5885,0
26273,0
13610,1
27577,0
29467,0
20993,1
14863,1
23278,1
1646,1
20233,0
18659,0
25081,1
12971,0
4317,0
12366,0
10670,0
1444,0
11607,0
32309,0
4952,0
15108,1
20034,0
18618,1
19042,1
4427,1
16397,0
18159,0
14062,1
24394,0
22086,1
28965,1
3822,0
2505,0
18281,0
17253,0
26599,0
27579,0
11631,0
1221,1
1587,0
22547,0
19348,0
18737,1
24227,0
12497,1
21679,0
12975,1
25521,0
29167,1
3019,0
8054,0
15993,0
23144,0
16168,1
22167,0
9032,0
31548,1
442,0
29637,0
2803,0
6928,0
854,1
23011,0
2008,1
29402,1
9761,0
1665,1
16042,0
31515,0
29216,0
30683,0
29612,1
27376,0
2507,0
17817,0
22553,1
23353,0
6314,1
32316,0
24464,1
9121,1
18814,0
12089,0
11025,0
28580,0
29603,1
7150,0
28732,0
4057,0
22249,1
14465,1
24699,1
9866,0
31909,0
10532,0
29310,0
28516,1
25508,1
23339,0
939,0
5848,1
27282,0
22200,0
1752,0
1787,1
11010,0
30379,0
6475,1
31462,0
21888,0
2141,0
18484,0
22606,0
23708,1
2272,1
10739,0
806,0
31079,0
9776,0
8137,1
29854,0
7294,1
14477,0
9111,0
2175,0
14247,0
23509,0
4681,1
19901,0
1264,0
19885,0
21753,1
5971,0
26080,0
14185,1
9299,0
13653,1
26447,0
25806,1
19647,1
20614,0
7390,1
21902,0
20555,0
26472,0
28146,1
3109,0
23951,0
24325,0
12291,0
14500,0
1435,1
29706,0
25437,0
25682,0
14713,0
31900,0
22788,0
8895,1
14382,0
31279,1
4205,0
4528,1
19349,0
5663,0
3314,0
8612,1
19211,0
26040,0
3302,0
21922,0
14466,0
28468,0
32544,0
29788,1
2672,1
1975,1
27181,0
3072,0
20400,1
6833,1
30672,0
6246,1
22429,0
13226,1
18207,0
17445,0
29916,0
8645,1
16785,1
3911,1
12968,0
28824,1
25720,0
11568,0
26784,0
19881,0
4673,1
4024,0
25343,0
31632,0
21460,0
31973,1
7542,0
13696,1
17480,0
28051,0
21003,1
24526,1
22308,1
22550,0
12120,1
2246,0
9271,1
20737,0
23563,0
5800,1
27191,1
9969,0
17027,1
13888,1
13451,0
24973,0
29283,0
8930,0
22067,0
27397,1
2713,0
5258,0
30255,0
1021,0
2818,0
20341,0
19780,1
5253,0
1682,1
25201,0
4940,1
26630,1
6241,0
21331,0
7739,0
7564,0
27287,1
23199,0
28221,1
233,0
16795,0
14551,0
19206,0
26731,0
7131,0
27402,0
6093,1
12397,0
3611,0
28032,0
30442,0
25766,1
27303,0
26994,0
2461,0
30360,0
12645,0
9767,0
9720,0
27919,1
22414,0
26499,0
10537,0
25841,0
7209,0
10005,0
15223,0
8749,0
26861,1
14621,1
14576,0
32292,0
25473,0
30828,0
15465,0
23652,0
28903,0
21752,0
6951,0
21149,0
6089,1
23128,0
14317,0
10269,0
14721,1
31031,0
31083,0
7627,0
32480,0
25739,0
21549,0
16624,0
11123,0
23693,0
20855,0
22275,0
9899,0
4909,0
15883,0
30970,0
32229,0
23069,1
19126,0
6730,0
22533,0
26279,0
7423,1
23557,0
1715,0
28510,1
29903,0
875,0
9150,0
27704,0
23591,0
25129,0
4002,0
28327,1
29387,0
19011,0
15917,0
5732,0
8736,0
6528,1
13943,0
20141,0
7403,0
7858,1
8948,0
8470,0
28162,1
30396,0
20053,1
18935,0
26884,1
14875,1
8499,0
585,1
921,0
27668,0
30564,0
4389,1
21805,1
10507,1
3874,0
10942,0
15305,0
24329,1
20687,0
29799,0
16338,0
3984,0
6245,0
11540,0
17935,0
355,0
3536,0
3903,0
19984,0
28389,0
16911,0
5898,0
14363,0
26059,0
22468,0
21393,1
2781,0
27998,0
12873,0
14794,0
13665,0
2288,0
5357,0
17565,0
8850,0
20261,0
29040,0
16056,0
2953,1
16878,0
9564,1
25588,1
4517,0
6693,0
2738,0
28050,1
9619,0
18910,1
20439,0
11246,0
31785,0
22970,0
