,pred
16678,1
14653,1
5879,1
5135,1
10759,0
6613,1
5392,0
3644,0
5524,0
14689,1
31229,0
18368,1
15667,0
6817,0
32373,1
18163,1
30475,1
14041,1
18005,1
24466,1
27115,0
25693,0
639,1
15754,0
14067,1
20659,0
1326,0
9173,0
20456,1
2155,0
17357,0
31458,1
23561,0
1233,1
20750,0
24860,0
25815,0
25537,1
13202,0
7349,1
18181,0
8520,1
983,1
2174,0
8404,1
1554,0
21381,1
26813,0
18290,1
31121,1
30405,0
14516,0
4430,0
15308,1
20698,0
32221,0
22949,1
32537,0
22157,1
666,1
14267,0
7584,1
9630,1
5292,1
15722,1
20306,0
12559,0
1568,1
19550,0
11185,0
7529,1
23332,1
26879,0
29752,0
17060,0
5814,1
8360,0
2245,0
15171,0
29092,1
31920,0
1673,1
11616,1
13875,0
27815,0
23004,0
10579,0
8139,1
14553,0
27724,0
5548,1
6577,0
5646,1
11889,1
19379,0
24789,1
2213,0
11694,1
9883,1
31527,1
2387,1
5546,0
25012,1
19044,1
5166,0
13500,0
25576,0
19143,0
5354,0
23875,1
27946,0
23626,1
8625,1
14891,0
5717,0
30972,0
19234,1
14871,0
6820,1
24099,1
12692,0
17922,0
25288,1
373,0
7277,0
30312,0
23006,1
25667,0
23940,1
11273,0
25127,0
31314,0
24208,0
23372,1
6354,0
19008,1
17719,0
4150,1
32386,1
1300,0
26786,0
18684,0
682,1
27737,0
5174,1
9382,0
423,1
1919,0
25901,0
18982,1
10692,0
21538,1
6062,0
14629,1
25831,1
19192,0
21841,1
881,0
28309,0
7326,0
432,0
27720,0
24820,1
7562,0
20727,0
5547,0
26938,0
29993,0
7532,0
32271,0
4667,1
30011,0
23600,1
29117,1
10186,0
29239,1
20444,1
23015,0
7408,0
18321,0
24777,1
17390,0
28950,0
4579,0
31708,0
11070,1
11001,1
14319,0
11940,1
7717,1
6454,1
19748,1
21085,0
18446,1
27700,0
9639,0
21241,0
4258,1
7879,0
23261,1
15777,1
27207,0
19702,0
29346,0
24685,0
3447,1
25236,0
3230,1
5903,0
21004,1
29780,1
7346,0
31981,1
18010,0
5607,0
19389,1
12020,1
20269,0
24752,1
12213,1
28951,1
13618,1
8133,1
12333,0
13385,1
2105,0
19467,1
29543,0
31406,1
17428,0
4457,0
32236,1
29063,0
27722,1
23390,1
13823,1
25946,0
9490,0
12982,1
9536,0
24176,0
21104,1
6550,1
29933,0
29569,1
3398,1
14502,1
30555,0
5926,0
16585,1
19686,1
12547,1
19838,1
15841,0
13455,1
22044,0
3509,1
8794,1
16116,0
20994,1
11984,1
27126,1
13869,0
11064,0
14347,1
27199,1
22144,1
31414,1
6168,1
30540,1
350,1
17090,0
32420,0
19769,1
20153,1
28592,1
31296,0
22483,1
6470,0
9583,0
17237,1
3272,0
5709,0
17125,1
2777,1
7318,1
3080,0
28582,1
22510,0
7426,0
22032,1
27038,0
31263,0
14907,1
14372,1
6308,0
28020,1
18622,1
1053,1
24436,1
28256,1
20162,1
24386,0
24539,1
8809,1
24425,1
28860,0
7077,0
21366,1
7810,0
6739,1
17858,0
29805,0
13067,1
20699,1
22019,1
29319,0
272,0
4174,0
27443,1
9302,0
11701,1
15512,0
13852,0
8475,0
23040,0
14455,0
31817,1
8325,0
4668,0
3399,0
17058,1
6584,0
6414,0
16236,0
16304,1
27554,0
8104,1
26099,1
28059,0
4097,1
19130,0
3333,0
11829,0
6511,0
28808,0
22509,0
26435,1
18606,1
19057,0
22850,1
27305,1
31810,0
14503,0
14371,0
22443,1
8752,0
31151,0
25463,1
13977,1
29046,1
11822,0
3161,1
6972,1
10066,1
16828,1
24897,1
7211,1
9995,1
2106,1
1139,0
18628,0
2866,1
20593,1
30537,0
12355,1
26449,1
2810,0
20106,0
10112,0
31207,0
4188,0
12473,1
8202,1
8479,0
23001,1
14476,1
14574,1
14061,1
14782,1
28595,0
15968,0
7481,1
22110,1
15697,1
11195,1
13282,1
21029,0
12082,0
7013,1
24383,1
6601,0
11704,1
13723,0
13604,0
2975,0
31403,1
24392,0
12666,1
21854,0
19981,1
27068,0
13409,0
2319,0
15650,0
18521,0
31863,1
10107,1
891,1
21054,0
25681,1
19600,1
16154,1
2183,1
15735,1
22080,0
26226,0
29014,0
27248,1
26815,1
4400,0
21597,0
13309,1
31916,0
25378,0
22310,0
5298,0
29050,1
22824,1
12192,1
5929,0
14857,0
7815,1
9524,1
12591,0
8628,0
29741,1
17720,1
27567,0
8585,1
4163,1
21897,1
9736,1
6563,1
16714,1
27526,1
6490,0
32038,1
18496,1
18460,1
18149,0
6376,1
18692,1
13953,0
10071,1
25208,0
1328,1
26159,1
7041,0
31681,0
7647,0
31741,0
31643,0
32530,1
8454,1
799,1
4196,0
5468,1
97,1
17368,0
21998,0
14821,0
31730,1
13208,1
20243,1
28684,0
2066,1
8111,1
11412,0
26328,1
29334,1
964,1
22104,1
25492,0
20833,1
10221,0
16919,1
745,1
17949,1
19051,0
2637,0
24778,0
19365,1
18117,0
19842,0
9040,1
21937,1
22819,1
30558,0
12694,1
13101,1
2800,1
13804,0
12389,1
3696,0
18175,1
17873,1
6060,0
10516,1
29945,1
19852,1
19619,1
12842,0
6456,0
6589,1
15382,0
8541,0
9078,0
15489,0
7724,1
31922,1
5940,1
29093,1
20304,1
641,0
16944,0
27643,1
2475,1
9186,0
4162,1
21082,0
25184,1
1007,0
9471,0
28631,0
6019,0
20485,0
2515,0
15064,1
14316,0
11204,0
13562,0
26508,1
12677,0
26916,0
20145,0
220,1
7233,1
12776,0
29062,1
2879,1
10914,0
13558,1
25232,1
6816,1
29456,0
29247,0
2691,1
11825,1
8529,0
29173,1
5801,1
18217,0
9848,1
25861,0
22448,0
6732,0
10206,0
14738,1
16073,0
23304,0
11788,0
7123,0
3117,1
10017,0
9151,0
18205,0
10804,0
8215,1
195,0
23915,0
31698,1
18852,1
4309,0
14200,1
28431,0
6227,1
30710,1
10116,0
325,0
20841,1
6411,0
32387,0
25407,0
7586,0
12312,1
13520,0
32261,1
17283,1
30808,1
19603,1
15939,1
19868,1
15861,0
21112,0
14591,1
580,0
21409,0
20215,1
31575,1
24678,0
16192,1
22452,0
8071,0
26100,0
16203,0
20180,1
468,1
5669,1
24067,1
6751,1
18641,0
14092,0
3075,1
11252,1
20015,1
31531,1
19466,0
24819,0
31376,1
28062,1
18364,1
15281,1
11745,1
7527,0
2703,1
8211,0
736,0
1388,0
18346,1
871,0
15554,0
15985,0
26172,0
22803,1
12105,0
7083,0
18006,0
27395,1
24306,0
9035,0
11765,1
4767,1
3708,1
23735,0
31628,0
202,0
8630,1
1512,0
642,1
29045,0
1672,0
13904,1
12247,0
9606,1
17133,0
11577,0
13434,1
13351,0
6543,0
19609,1
10295,1
16838,0
9141,0
29169,0
12626,0
9093,1
3144,1
12899,0
27774,0
3010,1
13629,0
6805,1
21298,1
18071,0
29235,1
15302,0
19105,1
17900,1
18914,0
4193,1
24496,1
20777,0
12737,0
31768,0
7218,0
14248,0
28058,0
23568,0
10079,1
23554,1
7216,0
10449,1
8451,0
29577,0
8191,1
13976,1
27683,1
13531,0
3559,0
27539,1
20571,0
11767,1
11972,1
7128,1
17945,0
8619,1
11968,1
966,1
31808,0
17787,0
27236,0
17141,1
21213,0
2920,0
24922,0
23358,1
19007,1
22164,1
24792,0
1148,1
30500,0
25517,0
11131,1
21037,0
21787,0
21101,1
7038,1
7433,0
10606,1
32448,0
29687,0
28568,1
21387,0
21445,1
14708,1
19977,1
28440,0
18931,1
4591,0
15167,0
19931,1
16344,0
12623,0
14366,0
31290,0
22119,0
25542,0
10310,1
5244,0
22297,0
21967,0
17575,1
28640,1
25550,0
21905,1
2069,0
15906,1
23671,0
4189,0
5245,0
30388,1
12798,0
23755,1
17808,0
12029,0
10497,1
8571,1
14705,0
1607,1
16984,0
22795,0
26153,0
9858,1
6249,1
15913,0
6105,1
15926,0
6965,1
26833,0
31265,0
7197,1
28292,0
27537,1
20164,1
16082,1
4141,1
12110,1
23294,1
26788,1
26454,0
26698,1
24044,1
7265,1
9226,0
23916,0
22003,1
10666,0
30228,0
11344,1
2824,1
23060,1
16953,1
17917,1
26554,0
16321,1
14020,0
14414,0
2963,0
28897,0
25342,0
31105,0
15226,0
17467,0
23831,0
20686,1
16926,1
31790,1
25955,1
12858,0
16316,0
23843,1
22286,0
24827,0
6695,1
30314,1
9255,1
31064,0
20915,1
4890,1
31385,1
10845,1
21692,0
4143,1
6685,1
9965,0
3428,0
9979,0
26036,0
25741,1
20303,1
29885,0
18153,0
13253,0
10102,0
12508,0
105,1
11587,0
7243,1
30093,0
8846,1
21702,0
1582,1
9684,1
12063,0
1585,1
11919,0
19761,0
15097,0
19879,1
5694,1
895,1
30624,0
13124,0
26434,0
6758,1
9663,0
6650,0
6178,0
18657,0
25976,1
15437,1
9329,1
14850,1
20253,1
22380,1
21197,1
5507,0
24440,0
30179,1
31532,1
18625,1
14388,0
3672,0
15172,1
25590,0
7811,0
22658,1
20105,0
8458,0
30458,0
15317,1
8496,0
4513,0
21178,1
22356,0
28487,0
8949,0
4999,0
26750,1
30424,1
22849,0
12167,1
31066,1
8582,0
4395,1
5351,0
8092,0
12523,1
20682,1
26167,0
23886,0
6672,0
17581,1
25514,1
12267,0
27765,0
2377,1
32457,1
23374,0
11407,0
19529,0
21024,0
21055,1
3901,0
22651,1
7191,1
1015,1
1992,0
26939,0
19328,1
20461,0
21447,0
21155,0
25252,0
24727,0
10711,0
32342,1
24873,1
7861,1
29688,1
26476,0
14852,1
11270,1
29783,0
14664,1
15776,1
4146,1
10599,0
7852,1
24239,0
23726,0
27112,1
30467,1
1410,0
25585,0
8563,1
20366,1
14084,1
15393,0
4811,0
27412,1
24497,1
12575,0
11952,1
5122,1
19273,1
9853,1
24782,1
9819,0
20568,0
30171,1
21607,1
3854,1
12927,0
4755,0
21233,0
2909,1
28347,1
11110,1
24138,1
7048,1
16854,0
23559,0
4585,0
17129,1
29940,1
21762,0
1200,1
28466,1
28670,0
13525,1
20733,0
7042,1
24472,0
23174,1
13021,0
13394,1
13206,0
6715,1
6749,0
11398,1
3760,1
14792,1
13360,0
19699,0
16533,0
15081,0
738,0
16556,1
3323,0
18887,0
18140,1
6285,1
7960,1
13582,0
12134,0
27812,1
28021,1
16567,0
26184,0
7332,0
29585,1
7204,0
150,0
5176,0
7183,1
6028,1
31055,0
1002,0
14870,1
18861,1
28193,1
2235,0
12250,1
4902,0
4917,1
22517,1
27463,0
5425,0
17004,0
19779,1
22089,1
2135,1
30108,1
26251,0
27982,0
6640,0
27545,0
19182,0
27026,1
9778,1
16886,0
21129,0
6740,1
4563,0
16610,1
11709,1
1448,1
26998,0
28159,1
16537,0
26117,1
19986,0
17556,0
19911,1
12810,1
16872,1
7172,1
17760,0
23826,0
16351,1
31342,1
4392,1
1916,0
3720,0
29049,1
9679,0
30756,0
12446,0
6375,0
13404,0
4875,0
5781,0
2256,1
9719,0
8125,0
3182,0
20137,1
9218,0
23921,0
27214,1
13361,1
5224,0
28234,0
13090,0
27202,0
2520,1
8665,0
16044,1
32312,1
15666,0
6331,1
23462,0
27484,0
25239,0
4945,1
610,1
13691,0
21941,1
1778,1
15228,0
12262,0
9565,0
10499,1
9083,1
22290,1
4817,1
604,0
9868,1
4643,0
5261,0
20825,0
12769,0
27501,0
17309,0
10445,1
17752,0
28489,0
4744,1
22187,0
28863,0
29823,1
12544,0
27793,1
32063,0
21737,1
29986,0
27769,0
7944,1
9290,0
7786,0
26831,0
3643,1
12034,0
4980,0
29452,0
15611,1
15582,1
18564,1
27455,0
19417,0
19262,1
9450,1
29748,1
26931,0
5123,0
14944,1
5248,1
30529,1
11864,1
21821,0
22578,0
31539,0
32445,1
3941,1
9760,0
11659,0
12414,0
28829,0
20679,0
29881,0
297,1
455,1
2330,0
10591,1
14236,0
2857,0
1685,1
31588,0
28731,0
16180,1
879,1
20917,1
17167,0
21783,1
9745,1
1557,0
14370,0
20696,1
11296,0
11713,0
28460,0
6755,0
24480,1
5520,0
14602,0
9352,1
12412,1
15610,1
19697,1
13374,1
3083,0
14434,1
10781,1
8217,1
21512,1
31130,1
341,0
2976,0
16616,1
27142,0
15464,1
31509,0
20754,1
26125,0
14676,1
16230,0
19721,0
25801,0
13762,1
29896,1
8205,1
12147,0
8440,1
28947,0
95,0
5055,0
3645,1
10681,1
31448,1
30169,1
26656,1
32336,0
30046,1
28624,1
16122,1
25742,0
7366,0
8281,1
4586,0
2554,1
21724,0
19937,1
19804,0
4173,0
20057,1
8632,0
21591,1
12763,0
20532,0
19221,0
3401,0
11355,1
13153,1
1220,0
21107,0
8637,0
12850,0
10488,0
20512,0
27851,1
2334,1
22981,0
17774,0
8156,1
13345,0
408,0
3943,0
21477,1
15682,1
3605,1
20010,0
18269,0
8018,1
7636,0
25859,0
24283,1
25798,0
21333,1
19689,0
7190,0
8330,1
4618,0
3807,0
29961,0
9622,1
17348,0
1178,1
16361,1
1170,0
1573,0
19995,0
21856,0
1721,0
17123,1
725,1
14766,0
3062,1
21710,1
28806,0
14729,0
25712,1
31463,0
27805,0
7342,0
29934,1
11227,0
18429,1
12354,1
4022,1
12930,0
30494,1
20529,1
21845,1
8966,1
17420,1
15252,0
20076,1
30958,1
10127,0
30145,0
10933,1
15169,0
28890,1
31553,0
17567,0
10113,0
30218,1
22780,1
18187,0
2267,1
26448,1
32475,1
9823,1
8916,1
12875,1
4075,1
14697,1
20112,0
23048,1
9105,1
3620,1
30318,0
10493,1
9192,0
3484,0
1885,1
24888,0
18242,1
20974,0
13435,1
8989,0
30220,1
26249,1
11206,1
15900,1
16431,0
6926,0
8044,1
17941,0
26587,0
24493,1
27983,1
21878,0
9695,0
10783,0
21070,0
14540,0
5857,1
32394,0
11466,0
3718,0
11770,1
19109,0
31613,0
15018,0
29956,1
16640,1
29460,0
29203,0
6270,0
20527,1
2318,0
24516,1
21009,0
3380,1
17172,0
10367,0
30722,0
16754,0
3661,0
20018,0
9127,0
28247,1
26789,1
236,0
2930,0
586,1
3602,0
4064,1
6394,1
20849,0
2942,1
22428,1
26618,1
22353,1
21740,0
9757,1
808,1
1837,0
11697,0
18756,1
28114,0
24591,1
30772,0
18169,0
5213,0
19017,1
6404,1
1343,1
24843,0
10927,0
20354,1
16557,0
30819,1
16871,0
26822,1
6761,0
21247,1
4634,0
20607,0
15864,0
21595,0
26569,1
12290,0
20811,0
25160,1
11017,0
22120,0
25877,1
27242,1
15764,1
24184,1
3111,1
17759,0
8672,0
31449,1
31245,1
20238,0
29561,1
1226,1
18467,1
27196,0
2561,1
21745,1
13635,1
16020,0
17416,0
1779,0
17566,0
24101,0
28300,1
32295,0
6877,1
16228,0
91,1
5332,0
21523,1
11807,1
13415,0
28023,0
28447,1
9477,0
26933,1
30796,0
7146,1
16195,1
24859,1
28536,1
1483,1
16386,1
26103,1
31951,0
31037,1
7983,1
13205,1
14004,0
8492,1
22950,0
6033,0
763,0
10091,1
10426,0
25142,1
10068,1
15672,1
24816,1
3170,0
15850,1
10618,0
22890,1
18311,0
12537,0
13874,1
17643,1
4058,0
15867,0
370,0
30895,0
15816,1
4032,0
6495,1
18316,1
5110,0
8042,0
6501,1
29308,0
31915,0
27953,0
25477,1
7831,0
23405,1
23545,1
26968,0
20381,0
28410,1
6552,0
13611,1
2201,1
31191,0
21377,0
21640,1
17763,0
26388,1
14180,1
28558,0
17708,0
29263,0
20159,1
12024,1
7844,1
5025,0
26914,1
19773,1
7255,1
23504,0
24324,0
2832,0
10885,0
27298,1
14446,0
5238,0
24853,0
25864,1
25163,1
6914,0
11104,0
11615,0
16605,0
25005,1
1301,1
17748,1
5165,0
17490,0
21655,1
3756,1
8022,1
9810,1
13340,0
18377,0
27703,1
7701,0
246,0
4307,0
14463,0
9190,0
10381,1
15312,0
6477,1
19670,1
16445,0
32358,0
23086,0
30007,1
31964,0
20513,0
7889,1
13436,1
26662,0
3356,0
8494,1
17221,0
15942,0
8214,1
11687,0
26771,0
26677,1
15504,0
19899,0
251,1
1574,1
32396,1
3331,1
25865,0
28644,1
13876,1
18741,0
22027,0
17523,0
12359,0
27880,1
20290,1
26799,0
9608,0
21436,0
16621,0
18436,0
16466,1
32162,0
21455,1
1093,1
24766,0
18443,1
4434,0
8969,1
1552,0
1175,1
3882,1
6473,1
16502,1
31722,0
18193,1
30925,0
28475,0
24500,1
21772,0
10900,1
12321,0
9115,0
8032,1
2075,1
7164,1
18753,0
10986,0
20919,1
1933,1
31400,1
31437,0
4889,0
26123,1
12433,1
1936,0
1559,0
17072,0
16597,0
10501,1
1370,0
31547,1
10024,0
21675,0
27146,1
6629,0
31822,0
6305,1
13615,1
5013,0
14895,1
17156,0
29209,0
14634,1
21932,0
26207,0
392,1
29130,0
14911,0
29635,1
22229,1
30549,0
19826,1
16704,1
31209,0
31219,1
767,0
7737,1
19431,1
6458,1
26651,0
17018,0
3073,0
18789,1
26619,0
23729,1
20851,0
20516,0
31104,0
19108,0
30433,0
30330,0
10306,1
18483,0
257,0
24955,1
161,0
14830,0
6539,0
8797,0
17647,0
31939,0
8141,0
30685,0
23119,0
32548,1
24391,0
26779,0
18977,0
29404,0
7539,0
3642,1
12485,1
3105,0
2956,0
12918,0
29183,1
6172,0
4770,0
32151,0
2325,1
5780,1
26545,1
6131,0
10133,0
6348,1
29508,0
26591,0
2348,1
2412,0
8400,1
5939,1
17417,1
31464,1
14923,1
19256,0
25560,0
9871,0
31349,0
25215,1
6144,1
22833,1
30395,0
29279,1
16484,1
18189,1
4318,1
2389,0
21031,0
10861,1
24626,0
15042,1
15418,1
30541,0
30207,1
17137,0
25919,1
7328,0
29032,1
11860,1
20744,0
31374,0
6913,0
14560,0
13771,0
14432,0
3832,1
3508,1
19675,0
4081,1
3748,0
20600,1
1639,0
26764,0
20961,0
18232,0
17301,0
21121,0
18685,0
942,0
23581,1
29967,0
12908,1
1569,1
25848,1
3385,0
26596,0
14899,0
17997,0
21355,1
15332,0
6316,0
925,0
27988,0
8175,1
29318,1
21840,0
5252,0
15477,0
2946,0
16521,0
9857,1
11762,1
8795,1
26316,0
4098,0
663,1
25278,0
28744,0
25956,0
31710,1
5820,0
32503,0
10672,0
13449,0
22805,0
21643,1
14144,0
1117,0
30907,1
19369,0
30464,0
18495,0
5514,0
14327,0
23873,0
19074,1
17304,1
18398,1
6205,1
32472,1
18578,1
19990,1
20957,1
3705,1
16469,0
32456,1
29722,1
6854,0
14299,0
30234,0
5098,0
6321,1
27415,0
21502,0
21708,1
2187,1
18156,0
27276,0
4280,0
31020,0
3411,0
25559,1
31668,1
22650,0
3635,0
396,1
24062,0
21423,1
16489,0
18626,1
32103,1
13287,0
2627,0
17396,0
16368,0
15490,1
31728,1
12294,0
7039,1
10593,0
12123,0
7626,0
31658,1
24966,0
4840,1
25703,1
24965,0
17540,1
14942,0
29349,1
29403,1
29890,0
9722,1
12226,1
7962,0
21579,1
27174,0
8654,0
9967,1
29937,1
11086,0
15598,1
8394,0
4273,1
18395,0
21471,1
25599,0
32149,0
29201,0
28044,1
29991,0
17040,1
12764,0
11115,1
23032,0
12847,0
18125,1
7910,0
8329,1
17857,0
6040,0
13053,1
5884,1
17938,0
26260,1
3859,0
12394,1
31875,1
18988,1
19047,1
13971,1
3442,0
26611,1
22184,1
14568,0
15810,1
27343,0
415,1
6736,1
9298,0
5382,0
24417,0
182,0
6821,0
29280,0
3308,1
11440,1
29566,0
4303,0
21401,1
1739,0
30872,1
17476,0
11660,1
26121,0
13894,1
28716,1
23865,1
7446,1
22083,0
28914,0
11732,0
7939,1
13418,0
22869,1
21285,1
23093,0
27615,1
20412,1
1657,0
7631,1
21170,1
31235,0
30754,0
31405,1
7560,0
5379,1
22913,1
27318,1
864,0
29717,1
26369,0
8134,1
17576,1
4732,0
27082,1
6934,0
15025,0
22407,0
30822,1
30286,0
15181,0
1533,0
17201,1
6957,0
23474,0
11603,1
28975,1
12435,0
21457,1
9795,1
1629,0
14598,0
24863,0
8574,0
5986,0
15824,1
683,1
5254,0
24495,0
6356,0
2164,0
5278,0
21962,0
15386,0
31202,1
20121,1
12891,0
25875,0
1803,0
23279,0
15790,1
17487,1
13362,0
4088,1
4083,1
6988,0
5216,0
5543,0
14277,0
14252,1
2607,1
28270,1
22948,0
5671,1
29444,1
2615,0
1101,1
7675,1
1563,0
2249,1
20739,0
19766,0
13416,1
27163,0
11665,0
27543,1
17528,0
7713,0
20011,0
24104,0
31720,1
2323,0
7483,0
27252,0
30148,0
25244,0
11274,0
21472,0
2098,0
30670,1
18769,0
17175,0
9286,1
21494,0
13670,0
27046,1
16390,0
8243,1
8123,1
9939,0
23924,1
14544,0
3243,0
18751,0
14630,1
25992,1
31417,0
25494,0
28504,1
16430,1
3802,0
32142,0
8183,0
8341,1
17014,0
28228,1
12474,1
10907,1
7142,0
9788,0
19655,0
9747,1
638,1
31876,0
22543,0
22449,0
1171,1
31987,1
9492,1
23839,1
7308,0
30278,0
25381,0
24739,0
16409,0
6014,0
15887,1
23130,0
16652,1
1296,1
5227,0
2193,0
3434,1
7139,0
23245,0
28016,1
32217,1
15960,0
8066,0
23018,1
13087,1
30602,0
5088,1
1769,0
15363,0
2219,0
16527,1
21666,1
4419,1
11999,1
29591,0
23925,0
15461,0
1390,0
533,0
18656,0
5751,1
3212,1
11867,1
12401,0
19967,1
8858,1
23715,0
25277,1
13269,0
6953,0
2061,1
3588,0
31805,0
7873,0
25733,1
20640,1
13893,0
2892,0
19504,1
29598,0
24309,0
24839,1
20813,0
11730,0
30594,1
8898,1
5913,1
6949,1
29396,1
22830,1
29850,1
24286,0
3945,1
23897,1
12621,0
23206,1
31834,0
11302,0
17970,0
24300,1
10413,1
23207,1
24084,0
4010,1
31168,1
1966,0
12711,0
11214,1
104,1
29128,0
26849,1
24367,0
3927,0
8869,0
23394,0
27084,1
4264,1
10637,0
4014,0
24002,1
1099,1
20315,0
1616,1
6822,1
29107,1
4574,1
24608,1
17584,0
25173,1
26221,1
24113,1
6464,0
31555,1
13933,1
16336,1
3098,0
20268,0
7266,0
19497,0
3765,1
6302,0
14990,1
102,0
17516,0
32094,0
11845,0
21934,1
30048,0
2060,1
16241,0
8754,0
32226,1
31362,1
7179,1
30714,0
14404,0
25110,1
22851,0
28369,0
7267,1
18093,1
4791,1
26923,0
1159,1
12723,1
17035,0
29872,1
6069,0
22571,1
19384,1
22630,0
8140,0
16864,1
3110,1
11564,1
28229,1
30224,0
13677,1
31388,0
4857,1
20110,1
23536,1
24528,1
3060,0
20257,1
8616,0
6324,0
29694,1
5225,1
16923,1
10217,0
16835,1
25825,0
18345,0
11452,0
21083,0
9579,1
1786,0
20069,1
1602,0
5533,1
15015,1
28508,1
26432,0
12733,1
10012,0
31030,0
10733,0
20558,1
13207,0
2743,1
29789,1
6597,0
25788,0
8757,0
30539,1
12085,1
6756,1
15668,1
32095,0
32114,0
25155,0
25363,1
20411,0
6480,1
16424,0
26608,0
7175,1
4232,1
552,1
24731,1
1120,0
16460,1
21044,1
29111,1
16829,0
14797,1
26322,0
16773,1
32102,1
16270,1
29887,0
1546,1
11708,0
4479,0
21605,0
7327,1
21899,1
5243,0
10055,1
22398,0
16895,1
2202,1
19196,0
3730,1
22266,1
702,1
611,0
12693,1
11367,0
5035,0
11354,1
693,1
15770,0
5566,1
19713,0
1996,0
2873,1
14380,0
13579,0
11989,1
15127,1
1793,0
32469,1
4629,1
3371,1
29420,0
21575,1
32002,0
27352,0
32058,1
7377,0
19202,0
14072,1
26367,1
27618,1
16546,1
31108,1
21030,1
3963,1
5170,0
17463,0
4366,0
16966,1
19518,0
9496,0
10946,0
8283,1
24733,1
23960,0
11983,0
23381,1
6164,1
30144,0
4699,0
11146,0
3173,1
658,1
3126,1
25567,1
12068,0
27031,0
25026,1
15801,1
10486,1
29315,1
9772,1
18466,1
4043,1
24389,1
29048,0
5885,1
26273,1
13610,1
27577,1
29467,0
20993,1
14863,0
23278,1
1646,1
20233,0
18659,1
25081,1
12971,0
4317,0
12366,1
10670,0
1444,1
11607,0
32309,1
4952,0
15108,0
20034,1
18618,0
19042,1
4427,1
16397,0
18159,0
14062,1
24394,0
22086,0
28965,1
3822,0
2505,0
18281,0
17253,1
26599,1
27579,1
11631,0
1221,1
1587,1
22547,1
19348,0
18737,1
24227,1
12497,1
21679,1
12975,1
25521,0
29167,0
3019,1
8054,1
15993,0
23144,0
16168,1
22167,1
9032,0
31548,0
442,1
29637,0
2803,1
6928,1
854,0
23011,0
2008,1
29402,0
9761,0
1665,1
16042,1
31515,0
29216,0
30683,0
29612,0
27376,0
2507,1
17817,0
22553,1
23353,1
6314,0
32316,1
24464,1
9121,0
18814,1
12089,0
11025,0
28580,0
29603,1
7150,1
28732,0
4057,1
22249,0
14465,1
24699,0
9866,0
31909,0
10532,0
29310,0
28516,1
25508,1
23339,0
939,1
5848,0
27282,1
22200,1
1752,1
1787,0
11010,0
30379,1
6475,0
31462,1
21888,0
2141,1
18484,0
22606,0
23708,0
2272,0
10739,1
806,0
31079,0
9776,1
8137,1
29854,1
7294,0
14477,1
9111,0
2175,1
14247,0
23509,1
4681,1
19901,1
1264,0
19885,1
21753,1
5971,0
26080,0
14185,0
9299,1
13653,0
26447,0
25806,1
19647,1
20614,0
7390,1
21902,1
20555,1
26472,0
28146,0
3109,1
23951,1
24325,1
12291,1
14500,0
1435,1
29706,0
25437,0
25682,0
14713,1
31900,1
22788,0
8895,1
14382,0
31279,1
4205,1
4528,0
19349,1
5663,1
3314,0
8612,1
19211,1
26040,0
3302,1
21922,1
14466,1
28468,1
32544,0
29788,0
2672,0
1975,1
27181,0
3072,1
20400,0
6833,0
30672,0
6246,0
22429,1
13226,1
18207,1
17445,1
29916,1
8645,0
16785,0
3911,0
12968,0
28824,1
25720,1
11568,1
26784,1
19881,1
4673,1
4024,1
25343,1
31632,1
21460,1
31973,1
7542,0
13696,0
17480,1
28051,0
21003,0
24526,1
22308,0
22550,1
12120,1
2246,1
9271,1
20737,1
23563,1
5800,0
27191,1
9969,0
17027,1
13888,1
13451,1
24973,0
29283,1
8930,0
22067,0
27397,0
2713,0
5258,0
30255,1
1021,0
2818,0
20341,0
19780,0
5253,1
1682,0
25201,0
4940,1
26630,1
6241,1
21331,0
7739,1
7564,1
27287,0
23199,1
28221,1
233,0
16795,1
14551,0
19206,1
26731,0
7131,1
27402,0
6093,1
12397,0
3611,0
28032,1
30442,1
25766,0
27303,0
26994,0
2461,1
30360,0
12645,0
9767,0
9720,0
27919,0
22414,0
26499,1
10537,1
25841,1
7209,0
10005,0
15223,0
8749,0
26861,0
14621,0
14576,1
32292,1
25473,1
30828,0
15465,0
23652,0
28903,0
21752,1
6951,1
21149,0
6089,1
23128,0
14317,0
10269,1
14721,0
31031,1
31083,0
7627,0
32480,1
25739,0
21549,1
16624,0
11123,0
23693,0
20855,0
22275,1
9899,1
4909,0
15883,0
30970,0
32229,0
23069,0
19126,0
6730,1
22533,0
26279,0
7423,1
23557,1
1715,1
28510,0
29903,1
875,1
9150,1
27704,0
23591,1
25129,1
4002,1
28327,0
29387,1
19011,0
15917,1
5732,1
8736,1
6528,1
13943,1
20141,1
7403,1
7858,1
8948,1
8470,0
28162,1
30396,1
20053,0
18935,0
26884,0
14875,0
8499,1
585,1
921,1
27668,1
30564,1
4389,0
21805,1
10507,1
3874,1
10942,1
15305,1
24329,1
20687,1
29799,0
16338,0
3984,1
6245,0
11540,0
17935,1
355,1
3536,0
3903,1
19984,1
28389,0
16911,1
5898,0
14363,0
26059,1
22468,0
21393,0
2781,1
27998,1
12873,0
14794,1
13665,0
2288,1
5357,1
17565,1
8850,1
20261,0
29040,1
16056,0
2953,1
16878,0
9564,0
25588,1
4517,0
6693,0
2738,0
28050,1
9619,1
18910,1
20439,0
11246,1
31785,0
